"","text.X","text.x","emotion","polarity"
"1539",1539,"my mum is getting the covid vaccine on saturday so hopefully things are taking a step in the right direction u f c u f fb ","unknown","positive"
"1540",1540," inslee to announce new covid vaccine distribution partnership in washington ","unknown","positive"
"1541",1541," two persons died after taking covid vaccine in up karnataka death of the up resident is not related to vaccination post mor ","unknown","negative"
"1542",1542," if none of the vaccines do prevent transmission but only prevent disease then the whole notion of vaccine passports ","unknown","negative"
"1543",1543," wouldn t it an idea to organise vaccine appointments for the broader irish population through the covid tracker app ","unknown","positive"
"1544",1544," this department does not know how to prepare a report one should not feel this heart attack ","joy","positive"
"1545",1545," excellent piece here that explains how the new j j single dose vaccine that s almost ready for approval works ","joy","positive"
"1546",1546," hola here is your unroll has released its updated batch of reported covid vaccine side ","unknown","positive"
"1547",1547," did the uk govt refuse to follow jcvi guidelines on who should be prioritised for the covid vaccine in order to accelerate ","unknown","negative"
"1548",1548," people have received a first dose of covid vaccine however only have received a second do ","unknown","positive"
"1549",1549,"govinfosecurity covid vaccine themes persist in fraud schemes ","unknown","neutral"
"1550",1550," video china health experts have now called on norway and other countries to suspend the use of the controversial mrna based ","unknown","negative"
"1551",1551," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1552",1552," your reminder that although m people are now eligible for the covid vaccine in nyc one group has been excluded peop ","unknown","neutral"
"1553",1553,"norwegian health officials now say the pfizer vaccine is safe the vax had been implicated in deaths of nursing ","unknown","positive"
"1554",1554," covid vaccine update daily figures on the number of people who have received a covid vaccine in the uk as of jan ","unknown","positive"
"1555",1555,"bbc news covid vaccine mark drakeford faces go slow roll out criticism ","unknown","negative"
"1556",1556," was days btw but yes fully agree now the uk official documentation simply states ","unknown","positive"
"1557",1557," operation warp speed leaders waited more than two months to approve a plan to distribute and administer covid vaccines propo ","anger","neutral"
"1558",1558,"vaccine bulletin ","unknown","positive"
"1559",1559," hey alexa can the government track me through the covid vaccine ","unknown","positive"
"1560",1560," we all dodged a bullet in by rejecting the snp s flawed prospectus for wrenching scotland out of the uk and eu there w ","unknown","negative"
"1561",1561," also until there s no covid problematic variants could be brewing and we need to continue with masking ventilation s ","unknown","negative"
"1562",1562," the covid vaccine followed the same rigorous safety tests as over other clinical trials that take place every year","unknown","negative"
"1563",1563," norway reviewing deaths of frail and elderly patients vaccinated against co ","unknown","negative"
"1564",1564," keep an eye on this banner site they may be scheduling more patients soon ","unknown","positive"
"1565",1565,"ontario seniors living in fear of covid feel forgotten in vaccine rollout plan ipac covid vaccine ","fear","negative"
"1566",1566,"california officials shouldn t even be considering halting vaccinations until the side effects are worse than the p ","unknown","negative"
"1567",1567," minister mkhize appeared before the health portfolio committee on january at the start of that meeting ","unknown","positive"
"1568",1568," norway denies direct link between deaths of elderly and vaccine so the mild side effects could have tipped them o ","unknown","positive"
"1569",1569," pfizer vaccine causing patients to get bell s palsy facial paralysis four trial participants who received the pfiz ","sadness","negative"
"1570",1570," watch the covid vaccine town hall tomorrow at pm submit a question at ","unknown","negative"
"1571",1571," treasury dg dondo mogajane tells that sa is considering three options to funding the covid vaccine budge ","unknown","positive"
"1572",1572," dear lisa has labour added its voice to those calling on netanyahu to end israel s vaccine apartheid ","unknown","positive"
"1573",1573,"thanks for sharing ","unknown","positive"
"1574",1574," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"1575",1575,"is anyone seeing phishing based on profiting from covid i haven t come across it yet myself ","unknown","positive"
"1576",1576," nadhim zahawi minister for covid vaccine deployment praises the nhs the military and the volunteers for playing t ","unknown","positive"
"1577",1577," ","unknown","positive"
"1578",1578," california pauses use of large batch of moderna covid vaccine ktla ","unknown","positive"
"1579",1579,"who just covid vaccine doses administered in low income countries director general warns of catastrophic moral ","sadness","neutral"
"1580",1580," you poor thing delusional again trump inherited obama s robust econom ","sadness","neutral"
"1581",1581," health and human services secretary alex azar said your supply will be based off of your distribution so if you ","unknown","positive"
"1582",1582," hey washington peeps you can now check to see if you are eligible for the covid vaccine using the find your phase website ","unknown","positive"
"1583",1583," breaking health ministry s dcgi who finally approved covid vaccines when asked who will be liable for adverse rea ","joy","negative"
"1584",1584,"our associates leave us in awe of their commitment to providing safe high quality care for patients watch nurse k ","anger","positive"
"1585",1585," time s new global cover inside the vaccine revolution ","unknown","positive"
"1586",1586," people from minority ethnic backgrounds have been targeted by misinformation about the covid vaccines they are safe and ","unknown","positive"
"1587",1587," the california state epidemiologist is recommending providers pause the administration of a single lot of the moderna vaccine due ","unknown","positive"
"1588",1588," hi we would love to use your inspiring post to build vaccine trust for ","joy","positive"
"1589",1589," california halts injections of moderna covid vaccine batch due to higher than usual number of adverse events ","unknown","negative"
"1590",1590," according to the official reports released by the modi govt cases of abnormal health issues along with deaths have bee ","unknown","negative"
"1591",1591," i hope you re all keeping track of adverse effects or worse from these experimental vaccines i very ","unknown","negative"
"1592",1592," welsh labour government children in poverty u covid vaccine slowed down u statues monuments removed u votes for ","unknown","neutral"
"1593",1593," the government are talking about numbers of people vaccinated again and again you wouldn t say someone has received a ","unknown","positive"
"1594",1594," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1595",1595,"ldh says the state will receive doses of pfizer covid vaccine and doses of moderna covid vacci ","unknown","positive"
"1596",1596," vaccine news india in india cases of adverse reaction to covid vaccines have ","unknown","negative"
"1597",1597,"alberta will run out of covid vaccine today or early tuesday premier jason kenney says ","unknown","positive"
"1598",1598," if none of the vaccines do prevent transmission but only prevent disease then the whole notion of vaccine passports ","unknown","negative"
"1599",1599," another bit of censorship from under their orwellian proscription of anything contradicting the who or health a ","unknown","negative"
"1600",1600," southern pharmacy has canceled covid vaccine appointments for phase b none of the pharmacies administrating the vacci ","unknown","negative"
"1601",1601," argentina is the first major country outside russia to roll out the sputnik vaccine in its efforts to combat covid despite que ","anger","negative"
"1602",1602," new york gov cuomo asks to buy covid vaccine directly from pfizer amid dose shortages ","unknown","positive"
"1603",1603,"anti vaccine groups receive more than from white house in covid relief program the washington post ","unknown","neutral"
"1604",1604," my mother got vaccinated today her sister called at am on a sunday and said a local hospital was vaccinating so ","unknown","positive"
"1605",1605," if none of the vaccines do prevent transmission but only prevent disease then the whole notion of vaccine passports ","unknown","negative"
"1606",1606,"who chief warns against catastrophic moral failure in covid vaccine access ","unknown","negative"
"1607",1607," dr offit told me we should be greeting the covid vaccines with the same enthusiasm that greeted the polio vaccine it sho ","joy","positive"
"1608",1608," to help encourage michiganders to get vaccinated against covid a michigan marijuana dispensary is offering a pot for s ","sadness","neutral"
"1609",1609,"dr henry anyimadu an infectious disease specialist with hartford healthcare says older folks should wait until th ","unknown","negative"
"1610",1610,"are you interested in being an rn vaccinator for covid with atlanticare we are hiring immediately to staff the ","unknown","positive"
"1611",1611," operation warp speed leaders waited more than two months to approve a plan to distribute and administer covid vaccines propo ","anger","neutral"
"1612",1612,"watch the covid vaccine town hall tomorrow at pm submit a question at ","unknown","negative"
"1613",1613," from the obituary of a man killed by covid to honor his memory if you are a u s senator please vote to convict donald j tr ","joy","positive"
"1614",1614," operation warp speed leaders waited more than two months to approve a plan to distribute and administer covid vaccines propo ","anger","neutral"
"1615",1615,"woman who suffered convulsions after taking pfizer covid jab being screened for permanent neurological damage son ","unknown","negative"
"1616",1616,"the who chief on monday lambasted drugmakers profits and vaccine inequalities saying it s not right that younge ","unknown","neutral"
"1617",1617," hello have you already sent the k covid vaccine to a small country called ecuador u f ea u f e ","unknown","positive"
"1618",1618," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"1619",1619,"a popular nightclub was shut down for violating covid capacity while others are drawing scrutiny meanwhile th ","unknown","positive"
"1620",1620,"opinion given the country s history of racism in health care the black community has expressed concern for the sa ","joy","negative"
"1621",1621," all eligible lanarkshire care home residents have now received a first dose of the covid vaccine ","joy","positive"
"1622",1622," people from minority ethnic backgrounds have been targeted by misinformation about the covid vaccines they are safe and ","unknown","positive"
"1623",1623," chance to put vaccine questions at online event ","unknown","positive"
"1624",1624," looking for the latest in covid vaccine developments we ve compiled updated science and evidence based resources ","unknown","positive"
"1625",1625," ohpollywishlist i had my first covid vaccine today fingers crossed there s a light at the end of the tunnel u f e u f fc ","unknown","positive"
"1626",1626," norway says no link between covid vaccine and several elderly recipients deaths ","unknown","positive"
"1627",1627," california halts injections of moderna covid vaccine batch due to higher than usual number of adverse events rt usa new ","unknown","neutral"
"1628",1628,"great marketing strategy you have to buy britney s next album if you want the covid vaccine adele is shaking ","joy","positive"
"1629",1629,"a catastrophic moral failure indeed covid vaccine ","unknown","negative"
"1630",1630," treasury dg dondo mogajane tells that sa is considering three options to funding the covid vaccine budge ","unknown","positive"
"1631",1631," the distribution of the vaccine is throwing a spotlight once again on racial inequality we just need to open ","unknown","negative"
"1632",1632," million new yorkers are now eligible to get the vaccine but the state is only receiving about doses per ","surprise","neutral"
"1633",1633,"alberta pauses scheduling of first doses of covid vaccine pushes back rollout to seniors as supply runs out ","unknown","positive"
"1634",1634," something is very broken with the current gop anti vaccine groups receive more than in covid relief program ","unknown","negative"
"1635",1635,"the world health organization has warned that inequality in the distribution of the covid vaccine means the worl ","unknown","neutral"
"1636",1636,"interested in receiving the covid vaccine but not sure if you re eligible yet visit the ny state department of ","unknown","positive"
"1637",1637," i just got the booster of the of the pfizer biontech covid vaccine this morning and i m here to report i got the bo ","unknown","positive"
"1638",1638,"hey friends what questions have you been getting or what questions do you have yourself about the covid vacci ","unknown","positive"
"1639",1639,"norway says no link between covid vaccine and several elderly recipients deaths ","unknown","positive"
"1640",1640,"five key covid updates today hospitals warning positive vaccine news and gardai clampdown ","unknown","neutral"
"1641",1641,"why aren t the government shouting about selfisolation gps seeing many walking around with symptoms awaiting thei ","unknown","positive"
"1642",1642," presidentcyrilramaphosa has raised concerns that rich countries have weakened covax a global alliance of mostly ","unknown","negative"
"1643",1643,"acceptance of the covid vaccine continues to soar a new usa today suffolk university poll finds but pessimism ","unknown","neutral"
"1644",1644,"covid china approves sinopharm vaccine for general use ","unknown","positive"
"1645",1645," we have quite simply run out of supply fewer albertans will be vaccinated in the short term alberta will run ","unknown","positive"
"1646",1646,"framing the covid vaccine as options in which vaccination is the middle option may encourage hesitant patients ","fear","negative"
"1647",1647," my grandparents have had the vaccine and i m very proud of them for doing that ","joy","positive"
"1648",1648,"israeli orthodox rabbi claims covid vaccine might turn people gay ","disgust","positive"
"1649",1649,"looking for the latest in covid vaccine developments we ve compiled updated science and evidence based resourc ","unknown","positive"
"1650",1650,"ai actually helped in the development of covid mrna vaccine ","unknown","positive"
"1651",1651," cafe scientifique is hosting a panel discussion on january th from pm central time titl ","unknown","positive"
"1652",1652,"after days and nights filled with loss anxiety and grief during the pandemic the vaccine is bringing a sign of re ","sadness","negative"
"1653",1653,"news rockland leaders slam state over covid vaccine access as feds plan to cut shipments cc ","unknown","neutral"
"1654",1654," the government are talking about numbers of people vaccinated again and again you wouldn t say someone has received a ","unknown","positive"
"1655",1655," hancock just gave a very badly phrased reply that suggested we don t yet know how much the vaccine will prevent the over ","unknown","positive"
"1656",1656," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1657",1657," individuals in the uk received at least one dose of a covid vaccine as of january source ","unknown","negative"
"1658",1658," the incredible work volunteers are doing in in delivering the covid vaccine is being recognised all over t ","unknown","positive"
"1659",1659," all of these patients have had serious underlying illnesses we can t say that people die from the vaccine i m sure ","unknown","neutral"
"1660",1660," coombe board to discuss giving of covid vaccine to family members of staff reporting on fallout from ","unknown","negative"
"1661",1661," despite some long lines officials at the va said the three day clinic was an overwhelming success ","anger","negative"
"1662",1662," i spoke to the man whose exclusive members service is hooking the super rich up with covid vaccines in dubai abu dhab ","unknown","positive"
"1663",1663," treasury dg dondo mogajane tells that sa is considering three options to funding the covid vaccine budge ","unknown","positive"
"1664",1664,"who just covid vaccine doses administered in low income countries ","sadness","neutral"
"1665",1665," new brunswick has additional covid cases day after a pandemic high of cases were diagnosed the province s day ","anger","positive"
"1666",1666," italian aircraft firm transforms one of their planes into a massive freezer that can transport covid vaccine doses ","unknown","positive"
"1667",1667,"she would ve found the covid vaccine sooner i said what i said ","unknown","positive"
"1668",1668," is the pfizer vaccine the culprit in the elderly deaths in norway it s too soon to say ","unknown","positive"
"1669",1669," inslee to announce new covid vaccine distribution partnership in washington ","unknown","positive"
"1670",1670," should professional athletes jump the queue for the covid vaccine depends on who they re jumping me oh plea ","joy","negative"
"1671",1671," people aged and over eligible to receive a covid vaccine in france starting monday up until now only residents of nursing ","unknown","positive"
"1672",1672," primary care paramedic rachel tredger received her first does of the covid vaccine this weekend she feels very fortunate t ","joy","positive"
"1673",1673," california s top epidemiologist issued a statement sunday evening recommending a pause on the use of a huge batch of ","surprise","positive"
"1674",1674,"who chief warns about inequity of global covid vaccine campaign ","unknown","positive"
"1675",1675,"this nurse has also bullied black nurses and other medical professionals here on twitter for stating facts their ","fear","negative"
"1676",1676," operation warp speed leaders waited more than two months to approve a plan to distribute and administer covid vaccines propo ","anger","neutral"
"1677",1677," i volunteered to administer the vaccine at and got it feeling thankful and u f aa everyone was so positive ","unknown","positive"
"1678",1678," this is the best news yet for u u s covid vaccine ","unknown","positive"
"1679",1679," obviously ","unknown","negative"
"1680",1680," the government are talking about numbers of people vaccinated again and again you wouldn t say someone has received a ","unknown","positive"
"1681",1681," i m a bit confused about the trumpeting of the vaccine clinic at the metro toronto convention centre a clinic opened at a re ","unknown","negative"
"1682",1682," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1683",1683," last week ca gov announced that residents and above were now eligible to schedule appointments to receive eit ","unknown","negative"
"1684",1684," me and the boys after getting the covid vaccine ","unknown","positive"
"1685",1685," norway says there is no link between pfizer biontech s covid vaccine and post vaccination deaths in the country according ","unknown","positive"
"1686",1686," scottish nationalism in tweets one won t have a covid vaccine if it s administered by the british army and the other won ","unknown","negative"
"1687",1687," covid u f u f u f e u f f argentina is a testing ground for moscow s global vaccine drive first major country outside russia ","unknown","neutral"
"1688",1688," update all care home residents in the region who were fit able and willing to receive the covid vaccine have ","anger","positive"
"1689",1689," dear lisa has labour added its voice to those calling on netanyahu to end israel s vaccine apartheid ","unknown","positive"
"1690",1690,"i need and to all join me on a field trip bit ","unknown","negative"
"1691",1691," new monroe county department of health says they are an expecting allocation of only new covid vaccine doses this w ","unknown","positive"
"1692",1692," a dorset police officer struck down with covid after a police incident has called for the government to urgently place ","unknown","negative"
"1693",1693," treasury dg dondo mogajane tells that sa is considering three options to funding the covid vaccine budge ","unknown","positive"
"1694",1694," love it i tried to mention this practice call down the list instead of wasting it in ","joy","negative"
"1695",1695," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1696",1696,"i m getting my first dose of the covid vaccine on friday wish me luck","unknown","positive"
"1697",1697," covid vaccine u hours later just feeling some soreness at the injection site and a headache that went away with tyle ","unknown","negative"
"1698",1698," update all care home residents in the region who were fit able and willing to receive the covid vaccine have ","anger","positive"
"1699",1699," on the protocol for any excess covid vaccine doses planners are advised to have a list of healthcare workers on stan ","unknown","negative"
"1700",1700," ","unknown","positive"
"1701",1701," has released its updated batch of reported covid vaccine side effect data through jan when roughly mi ","unknown","positive"
"1702",1702," individuals in the uk received at least one dose of a covid vaccine as of january source ","unknown","negative"
"1703",1703,"live dhec providing update on covid vaccine distribution efforts ","joy","positive"
"1704",1704," this is vaccine apartheid on a global scale ","unknown","positive"
"1705",1705,"log on to facebook see a post from a former pastor about him getting the covid vaccine like the post scrol ","joy","positive"
"1706",1706," scotland has nearly times the covid deaths as norway now sturgeon s vaccine delays are killing more ","unknown","positive"
"1707",1707," update norway is growing seriously concerned they now report post covid mrna vaccine deaths a rate of per ","surprise","negative"
"1708",1708," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"1709",1709,"karnataka s covid vaccine recipient dies of heart stroke minister ","joy","positive"
"1710",1710," the coronavirus vaccine is free on the nhs so health service staff will never ask for payment to get it if you ve received a su ","sadness","negative"
"1711",1711,"what s more elusive right now clubhouse invites or covid vaccines i m on clubhouse now i would like the vaccine please ","joy","positive"
"1712",1712,"i hope that anti covid vaccine does not result in death and lack of votes to make the world a better place","unknown","negative"
"1713",1713," i reckon devi has blocked more twitter users than scots have received the covid vaccine ","anger","positive"
"1714",1714," jeremy corbyn attacks boris johnson for vaccine nationalism demands jabs given away nothing surprises me anymore from all ","unknown","negative"
"1715",1715," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"1716",1716," covid didn t get them but the vaccine did few people realise there is a reporting system to track adverse events rela ","sadness","negative"
"1717",1717,"the sun still calling it a vaccine when it appears it isn t u f ","unknown","positive"
"1718",1718," saw in a video that we shouldn t take the vaccine for covid it messed up this nurse pretty bad omg u f u f bells palsy ","sadness","neutral"
"1719",1719," why has pushed canada to the back of the line for covid vaccine and when will fight back for ca ","unknown","neutral"
"1720",1720," people from minority ethnic backgrounds have been targeted by misinformation about the covid vaccines they are safe and ","unknown","positive"
"1721",1721,"does getting the covid vaccine stop you spreading it scientists don t know yet ","unknown","positive"
"1722",1722," operation warp speed leaders waited more than two months to approve a plan to distribute and administer covid vaccines propo ","anger","neutral"
"1723",1723," inslee to announce new covid vaccine distribution partnership in washington ","unknown","positive"
"1724",1724,"frustrations with low covid vaccine supply continue to grow ","sadness","negative"
"1725",1725," the british army is establishing new covid vaccine centres for nhs scotland from today as part of one of the larges ","unknown","positive"
"1726",1726," the jcvi produced an entire appendix on vaccine and health inequalities here it is it s easy to ignore it shouldn ","unknown","negative"
"1727",1727," i dare you to name just one good thing this new dawn administration has achieved in its years hell i dare you to name ju ","joy","positive"
"1728",1728," it seems like there s no evidence to suggest that these deaths after getting the vaccine ","joy","positive"
"1729",1729," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1730",1730," to assist you and those you care for during this difficult time we have compiled some of the latest information about the cov ","joy","neutral"
"1731",1731," vaccine doses administered across all poor countries doses administered in wealthier countries what m ","sadness","negative"
"1732",1732," people from minority ethnic backgrounds have been targeted by misinformation about the covid vaccines they are safe and ","unknown","positive"
"1733",1733," has released its updated batch of reported covid vaccine side effect data through jan when roughly mi ","unknown","positive"
"1734",1734," new brunswick has additional covid cases day after a pandemic high of cases were diagnosed the province s day ","anger","positive"
"1735",1735,"watch the global covid vaccine rollout live on u f ca ","joy","negative"
"1736",1736," i spent most of high on adrenaline as an infectious disease epidemiologist and someone living with hiv pandemics str ","anger","negative"
"1737",1737,"i had my first covid vaccine today i feel so privileged to be given this opportunity u f a u f a my nurse was amazing ","surprise","positive"
"1738",1738,"just got my first dose of covid vaccine u f c ","unknown","positive"
"1739",1739," california halts injections of moderna covid vaccine batch due to higher than usual number of adverse events ","unknown","negative"
"1740",1740," do you know that the pfizer vax is also sold at wall mart ","joy","neutral"
"1741",1741,"covid news live uk currently has highest daily death rate per person in world as who warns over global vaccine r ","joy","neutral"
"1742",1742,"boris johnson reveals million brits have been jabbed with half of over s and in care homes given vaccines ","joy","positive"
"1743",1743," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"1744",1744," inslee to announce new covid vaccine distribution partnership in washington ","unknown","positive"
"1745",1745," mlk prolife trump is not gavi gates owns funded them million in trump prai ","unknown","positive"
"1746",1746,"dear lisa has labour added its voice to those calling on netanyahu to end israel s vaccine apartheid ","unknown","positive"
"1747",1747," all of these patients have had serious underlying illnesses we can t say that people die from the vaccine i m sure ","unknown","neutral"
"1748",1748," israel is leading the world in covid vaccination but palestinians aren t on the list ","unknown","neutral"
"1749",1749," the government are talking about numbers of people vaccinated again and again you wouldn t say someone has received a ","unknown","positive"
"1750",1750," n j expecting only k covid vaccine doses in each of the next weeks top health official says ","surprise","positive"
"1751",1751," corbyn attacks boris for vaccine nationalism demands jabs given away to other nations has attacked ","unknown","negative"
"1752",1752,"inslee to announce new covid vaccine distribution partnership in washington ","unknown","positive"
"1753",1753,"this kansas town was first to line up for polio vaccine in some residents now buy into covid conspiracie ","unknown","negative"
"1754",1754," has released its updated batch of reported covid vaccine side effect data through jan when roughly mi ","unknown","positive"
"1755",1755," minnesota s innovative covid vaccine pilot program will get the vaccine to those who need it most while we wait for the fe ","sadness","negative"
"1756",1756," video china health experts have now called on norway and other countries to suspend the use of the controversial mrna based ","unknown","negative"
"1757",1757,"as teachers across michigan prepare to head back to classrooms full of students many are still waiting to get a co ","sadness","neutral"
"1758",1758," top gp tells wales stop sitting on vaccines and get on with it ","surprise","negative"
"1759",1759," they looted covid relief money and now they want to raise tax in order to procure vaccine and loot in the process we are l ","unknown","neutral"
"1760",1760," at work and many or staff are comparing post vaccine symptoms after the st and nd dose the unanimous opinion is that th ","unknown","neutral"
"1761",1761," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"1762",1762," anything to distract people from the reality of how badly the tory gov t have dealt with the covid rea ","unknown","negative"
"1763",1763,"new vaccination site at the odeon cinema a new vaccine site in aylesbury is now live at the odeon cinema it s a ","joy","positive"
"1764",1764," why you should still wear a mask and avoid crowds after getting the covid vaccine ","unknown","negative"
"1765",1765," the government are talking about numbers of people vaccinated again and again you wouldn t say someone has received a ","unknown","positive"
"1766",1766," vaccine doses administered across all poor countries doses administered in wealthier countries what m ","sadness","negative"
"1767",1767," update all care home residents in the region who were fit able and willing to receive the covid vaccine have ","anger","positive"
"1768",1768,"i swear a cold vernors will cure you of anything put that shit in the covid vaccine and it would be gone in days","unknown","neutral"
"1769",1769," canada reports adverse events related to covid vaccinations of them serious the adverse reactions represent ","unknown","negative"
"1770",1770," two presidencies today biden here s my plan for getting the covid vaccine distributed quickly and rebuilding the economy ","unknown","positive"
"1771",1771," is volunteering its properties to serve as vaccine administration centers noting the facilities have everything n ","unknown","positive"
"1772",1772," tamil channels desperately report the side effects caused by covid vaccine in south american countries awaiting their pre ","unknown","negative"
"1773",1773," breaking news britney spears has stolen the covid vaccine motive s unknown ","unknown","negative"
"1774",1774," covid tens of thousands skip world s largest vaccine drive in india ","unknown","positive"
"1775",1775," if none of the vaccines do prevent transmission but only prevent disease then the whole notion of vaccine passports ","unknown","negative"
"1776",1776," nadhim zahawi minister for covid vaccine deployment praises the nhs the military and the volunteers for playing t ","unknown","positive"
"1777",1777," dr offit told me we should be greeting the covid vaccines with the same enthusiasm that greeted the polio vaccine it sho ","joy","positive"
"1778",1778," new brunswick has additional covid cases day after a pandemic high of cases were diagnosed the province s day ","anger","positive"
"1779",1779," italian aircraft firm transforms one of their planes into a massive freezer that can transport covid vaccine doses ","unknown","positive"
"1780",1780," breaking news britney spears has stolen the covid vaccine motive s unknown ","unknown","negative"
"1781",1781," uk takes a gamble by delaying second dose of covid vaccine how can the findings of a post hoc analysis of a flawed ","unknown","negative"
"1782",1782,"in a place where covid is treated as a non threat it gives me hope hearing people in this area actively seeking out ","surprise","neutral"
"1783",1783,"covid vaccine mexican doctor hospitalized after vaccination ","unknown","positive"
"1784",1784," if someone chooses to fake a vaccine record in order to preserve their freedom in the midst of a non existent fraud ","surprise","neutral"
"1785",1785," dr offit told me we should be greeting the covid vaccines with the same enthusiasm that greeted the polio vaccine it sho ","joy","positive"
"1786",1786,"aarp mn state director will be participating in the press conference today at with ","unknown","positive"
"1787",1787," another bit of censorship from under their orwellian proscription of anything contradicting the who or health a ","unknown","negative"
"1788",1788," s covid plan loosen the restrictions on who can get vaccinated set up many more vaccination sites m ","sadness","negative"
"1789",1789," ","unknown","positive"
"1790",1790," we ve heard from you i had the covid vaccine last week it was well organised and flowed smoothly experienced kind st ","joy","positive"
"1791",1791," s dr monica gandhi says while counties health care providers have final say they can only go as fast as th ","joy","positive"
"1792",1792,"hopefully the biden administration will be successful in stepping up vaccine distribution and inoculation before co ","unknown","positive"
"1793",1793," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1794",1794," new monroe county department of health says they are an expecting allocation of only new covid vaccine doses this w ","unknown","positive"
"1795",1795,"why has pushed canada to the back of the line for covid vaccine and when will fight back ","unknown","neutral"
"1796",1796," u f d the are helping to set up new covid vaccine centres in u f f u e u e u e u e u e u e f scotland soldiers organised into ","unknown","positive"
"1797",1797," eff statement on the procurement of covid vaccine ","unknown","positive"
"1798",1798," eff statement on the procurement of covid vaccine ","unknown","positive"
"1799",1799," had the pleasure of speaking to vaccine expert u u from teamhalo about the covid vaccines being rolled out ","unknown","positive"
"1800",1800," crimes against covid vaccine maker pfizer documented ","unknown","positive"
"1801",1801,"got my first dose of the pfizer covid vaccine ","unknown","positive"
"1802",1802," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"1803",1803,"tldr go get the covid vaccine pls via the try guys dr fauci ","sadness","negative"
"1804",1804," biden gets the second dose of covid vaccine but stands in the way of others ","unknown","negative"
"1805",1805,"seriously when will it stop the administration the just keeps on giving losers wasteful thankyounext anti ","unknown","negative"
"1806",1806," operation warp speed leaders waited more than two months to approve a plan to distribute and administer covid vaccines propo ","anger","neutral"
"1807",1807," the government are talking about numbers of people vaccinated again and again you wouldn t say someone has received a ","unknown","positive"
"1808",1808," ","unknown","positive"
"1809",1809," if you are entering the us by plane after january you need to show that you have tested negative for covid the ","unknown","negative"
"1810",1810," well over a month after i questioned the taoiseach as to what indemnification has been given to the private pharma companies ","unknown","positive"
"1811",1811," in the early days of the pandemic disabled friends who physically cannot go to the supermarket whether there s a pandemic ","unknown","neutral"
"1812",1812," california s top epidemiologist issued a statement sunday evening recommending a pause on the use of a huge batch of ","surprise","positive"
"1813",1813," in a drugs giant contracted to develop a covid vaccine for the government ","unknown","positive"
"1814",1814," the government are talking about numbers of people vaccinated again and again you wouldn t say someone has received a ","unknown","positive"
"1815",1815," covid vaccine update daily figures on the number of people who have received a covid vaccine in the uk as of jan ","unknown","positive"
"1816",1816," cannabis activists in washington d c are planning to offer a free bag of marijuana to those receiving the vaccine for covi ","unknown","positive"
"1817",1817," ","unknown","positive"
"1818",1818," people from minority ethnic backgrounds have been targeted by misinformation about the covid vaccines they are safe and ","unknown","positive"
"1819",1819," scotland has nearly times the covid deaths as norway now sturgeon s vaccine delays are killing more ","unknown","positive"
"1820",1820," myth vs fact covid vaccine ","unknown","negative"
"1821",1821," dr offit told me we should be greeting the covid vaccines with the same enthusiasm that greeted the polio vaccine it sho ","joy","positive"
"1822",1822,"a local really just said that the covid vaccine is made with aborted babies and wrote a whole ass equation to say t ","unknown","positive"
"1823",1823," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1824",1824," new monroe county department of health says they are an expecting allocation of only new covid vaccine dose ","unknown","positive"
"1825",1825," individuals in the uk received at least one dose of a covid vaccine as of january source ","unknown","negative"
"1826",1826," if none of the vaccines do prevent transmission but only prevent disease then the whole notion of vaccine passports ","unknown","negative"
"1827",1827," hacked emails allegedly detail how eu drug regulator was pressured to approve pfizer jab despite problems with the vaccin ","anger","negative"
"1828",1828," your reminder that although m people are now eligible for the covid vaccine in nyc one group has been excluded peop ","unknown","neutral"
"1829",1829," just as i thought covid ooh the anc wants to loot mo ","unknown","neutral"
"1830",1830," the who chief on monday lambasted drugmakers profits and vaccine inequalities saying it s not right that you ","unknown","neutral"
"1831",1831,"new brunswick has additional covid cases day after a pandemic high of cases were diagnosed the provinc ","anger","positive"
"1832",1832," norway says there is no link between pfizer biontech s covid vaccine and post vaccination deaths in the country according ","unknown","positive"
"1833",1833," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
